ano;estado;familia;nota;falsificacoes
1995;PARANÁ;Cédulas - 1a. família;50;237
1995;RIO DE JANEIRO;Cédulas - 1a. família;50;3
1995;RIO DE JANEIRO;Cédulas - 1a. família;100;1
1995;SÃO PAULO;Cédulas - 1a. família;100;1
1996;DISTRITO FEDERAL;Cédulas - 1a. família;50;1
1996;DISTRITO FEDERAL;Cédulas - 1a. família;100;1
1996;MINAS GERAIS;Cédulas - 1a. família;50;4
1996;MINAS GERAIS;Cédulas - 1a. família;100;1
1996;PARANÁ;Cédulas - 1a. família;50;4
1996;PARANÁ;Cédulas - 1a. família;100;12
1996;PERNAMBUCO;Cédulas - 1a. família;50;2
1996;PERNAMBUCO;Cédulas - 1a. família;100;1
1996;RIO DE JANEIRO;Cédulas - 1a. família;5;2
1996;RIO DE JANEIRO;Cédulas - 1a. família;10;6.087
1996;RIO DE JANEIRO;Cédulas - 1a. família;50;7.988
1996;RIO DE JANEIRO;Cédulas - 1a. família;100;2.311
1996;RIO GRANDE DO SUL;Cédulas - 1a. família;10;1
1996;RIO GRANDE DO SUL;Cédulas - 1a. família;50;2
1996;RIO GRANDE DO SUL;Cédulas - 1a. família;100;2
1996;RONDÔNIA;Cédulas - 1a. família;100;2
1997;AMAPÁ;Cédulas - 1a. família;100;1
1997;BAHIA;Cédulas - 1a. família;5;2
1997;BAHIA;Cédulas - 1a. família;10;49
1997;BAHIA;Cédulas - 1a. família;50;14
1997;BAHIA;Cédulas - 1a. família;100;27
1997;CEARÁ;Cédulas - 1a. família;10;20
1997;CEARÁ;Cédulas - 1a. família;50;28
1997;CEARÁ;Cédulas - 1a. família;100;1
1997;DISTRITO FEDERAL;Cédulas - 1a. família;10;19
1997;DISTRITO FEDERAL;Cédulas - 1a. família;50;22
1997;DISTRITO FEDERAL;Cédulas - 1a. família;100;12
1997;GOIÁS;Cédulas - 1a. família;10;4
1997;GOIÁS;Cédulas - 1a. família;50;1
1997;MATO GROSSO DO SUL;Cédulas - 1a. família;50;8
1997;MINAS GERAIS;Cédulas - 1a. família;50;35
1997;MINAS GERAIS;Cédulas - 1a. família;100;58
1997;PARANÁ;Cédulas - 1a. família;50;4
1997;PARANÁ;Cédulas - 1a. família;100;1
1997;PERNAMBUCO;Cédulas - 1a. família;50;8
1997;PERNAMBUCO;Cédulas - 1a. família;100;4
1997;RIO DE JANEIRO;Cédulas - 1a. família;5;180
1997;RIO DE JANEIRO;Cédulas - 1a. família;10;16
1997;RIO DE JANEIRO;Cédulas - 1a. família;50;33
1997;RIO DE JANEIRO;Cédulas - 1a. família;100;73
1997;RIO GRANDE DO SUL;Cédulas - 1a. família;100;1
1997;RONDÔNIA;Cédulas - 1a. família;100;1
1997;SÃO PAULO;Cédulas - 1a. família;50;1
1997;TOCANTINS;Cédulas - 1a. família;100;1
1998;AMAPÁ;Cédulas - 1a. família;50;79
1998;AMAZONAS;Cédulas - 1a. família;5;13
1998;AMAZONAS;Cédulas - 1a. família;10;1
1998;AMAZONAS;Cédulas - 1a. família;50;364
1998;AMAZONAS;Cédulas - 1a. família;100;3
1998;CEARÁ;Cédulas - 1a. família;5;5
1998;CEARÁ;Cédulas - 1a. família;10;26
1998;CEARÁ;Cédulas - 1a. família;50;69
1998;CEARÁ;Cédulas - 1a. família;100;49
1998;DISTRITO FEDERAL;Cédulas - 1a. família;100;1
1998;ESPÍRITO SANTO;Cédulas - 1a. família;10;918
1998;ESPÍRITO SANTO;Cédulas - 1a. família;50;55
1998;GOIÁS;Cédulas - 1a. família;10;83
1998;GOIÁS;Cédulas - 1a. família;100;1
1998;MATO GROSSO;Cédulas - 1a. família;10;1
1998;MATO GROSSO;Cédulas - 1a. família;50;6
1998;MINAS GERAIS;Cédulas - 1a. família;10;42
1998;MINAS GERAIS;Cédulas - 1a. família;50;22
1998;MINAS GERAIS;Cédulas - 1a. família;100;7
1998;PARÁ;Cédulas - 1a. família;50;1
1998;PARANÁ;Cédulas - 1a. família;10;475
1998;PARANÁ;Cédulas - 1a. família;50;338
1998;PARANÁ;Cédulas - 1a. família;100;3
1998;PERNAMBUCO;Cédulas - 1a. família;10;689
1998;PERNAMBUCO;Cédulas - 1a. família;50;3
1998;PERNAMBUCO;Cédulas - 1a. família;100;1
1998;PIAUÍ;Cédulas - 1a. família;50;6
1998;PIAUÍ;Cédulas - 1a. família;100;1
1998;RIO DE JANEIRO;Cédulas - 1a. família;5;13
1998;RIO DE JANEIRO;Cédulas - 1a. família;10;223
1998;RIO DE JANEIRO;Cédulas - 1a. família;50;220
1998;RIO DE JANEIRO;Cédulas - 1a. família;100;627
1998;RIO GRANDE DO NORTE;Cédulas - 1a. família;10;3
1998;RIO GRANDE DO SUL;Cédulas - 1a. família;50;3
1998;RIO GRANDE DO SUL;Cédulas - 1a. família;100;3
1998;RONDÔNIA;Cédulas - 1a. família;50;6
1998;RONDÔNIA;Cédulas - 1a. família;100;4
1998;SANTA CATARINA;Cédulas - 1a. família;5;32
1998;SANTA CATARINA;Cédulas - 1a. família;10;1.016
1998;SANTA CATARINA;Cédulas - 1a. família;50;791
1998;SANTA CATARINA;Cédulas - 1a. família;100;347
1998;SÃO PAULO;Cédulas - 1a. família;5;9
1998;SÃO PAULO;Cédulas - 1a. família;10;35
1998;SÃO PAULO;Cédulas - 1a. família;50;207
1998;SÃO PAULO;Cédulas - 1a. família;100;56
1998;TOCANTINS;Cédulas - 1a. família;50;11
1998;TOCANTINS;Cédulas - 1a. família;100;6
1999;ACRE;Cédulas - 1a. família;10;10
1999;ACRE;Cédulas - 1a. família;50;49
1999;ACRE;Cédulas - 1a. família;100;2
1999;ALAGOAS;Cédulas - 1a. família;5;11
1999;ALAGOAS;Cédulas - 1a. família;10;67
1999;ALAGOAS;Cédulas - 1a. família;50;105
1999;ALAGOAS;Cédulas - 1a. família;100;3
1999;AMAPÁ;Cédulas - 1a. família;10;46
1999;AMAPÁ;Cédulas - 1a. família;50;5
1999;AMAZONAS;Cédulas - 1a. família;5;5
1999;AMAZONAS;Cédulas - 1a. família;10;41
1999;AMAZONAS;Cédulas - 1a. família;50;136
1999;AMAZONAS;Cédulas - 1a. família;100;121
1999;BAHIA;Cédulas - 1a. família;5;83
1999;BAHIA;Cédulas - 1a. família;10;570
1999;BAHIA;Cédulas - 1a. família;50;164
1999;BAHIA;Cédulas - 1a. família;100;8
1999;CEARÁ;Cédulas - 1a. família;5;45
1999;CEARÁ;Cédulas - 1a. família;10;90
1999;CEARÁ;Cédulas - 1a. família;50;136
1999;CEARÁ;Cédulas - 1a. família;100;9
1999;DISTRITO FEDERAL;Cédulas - 1a. família;5;68
1999;DISTRITO FEDERAL;Cédulas - 1a. família;10;113
1999;DISTRITO FEDERAL;Cédulas - 1a. família;50;4.505
1999;DISTRITO FEDERAL;Cédulas - 1a. família;100;827
1999;ESPÍRITO SANTO;Cédulas - 1a. família;5;18
1999;ESPÍRITO SANTO;Cédulas - 1a. família;10;252
1999;ESPÍRITO SANTO;Cédulas - 1a. família;50;582
1999;ESPÍRITO SANTO;Cédulas - 1a. família;100;9
1999;GOIÁS;Cédulas - 1a. família;5;59
1999;GOIÁS;Cédulas - 1a. família;10;549
1999;GOIÁS;Cédulas - 1a. família;50;212
1999;GOIÁS;Cédulas - 1a. família;100;11
1999;MARANHÃO;Cédulas - 1a. família;5;4
1999;MARANHÃO;Cédulas - 1a. família;10;63
1999;MARANHÃO;Cédulas - 1a. família;50;69
1999;MARANHÃO;Cédulas - 1a. família;100;1
1999;MATO GROSSO;Cédulas - 1a. família;5;4
1999;MATO GROSSO;Cédulas - 1a. família;10;94
1999;MATO GROSSO;Cédulas - 1a. família;50;126
1999;MATO GROSSO;Cédulas - 1a. família;100;13
1999;MATO GROSSO DO SUL;Cédulas - 1a. família;5;2
1999;MATO GROSSO DO SUL;Cédulas - 1a. família;10;501
1999;MATO GROSSO DO SUL;Cédulas - 1a. família;50;1.014
1999;MATO GROSSO DO SUL;Cédulas - 1a. família;100;33
1999;MINAS GERAIS;Cédulas - 1a. família;1;11
1999;MINAS GERAIS;Cédulas - 1a. família;5;79
1999;MINAS GERAIS;Cédulas - 1a. família;10;800
1999;MINAS GERAIS;Cédulas - 1a. família;50;740
1999;MINAS GERAIS;Cédulas - 1a. família;100;30
1999;PARÁ;Cédulas - 1a. família;5;1
1999;PARÁ;Cédulas - 1a. família;10;103
1999;PARÁ;Cédulas - 1a. família;50;85
1999;PARÁ;Cédulas - 1a. família;100;8
1999;PARAÍBA;Cédulas - 1a. família;5;14
1999;PARAÍBA;Cédulas - 1a. família;10;16
1999;PARAÍBA;Cédulas - 1a. família;50;49
1999;PARAÍBA;Cédulas - 1a. família;100;1
1999;PARANÁ;Cédulas - 1a. família;5;41
1999;PARANÁ;Cédulas - 1a. família;10;225
1999;PARANÁ;Cédulas - 1a. família;50;444
1999;PARANÁ;Cédulas - 1a. família;100;74
1999;PERNAMBUCO;Cédulas - 1a. família;1;4
1999;PERNAMBUCO;Cédulas - 1a. família;5;34
1999;PERNAMBUCO;Cédulas - 1a. família;10;328
1999;PERNAMBUCO;Cédulas - 1a. família;50;85
1999;PERNAMBUCO;Cédulas - 1a. família;100;7
1999;PIAUÍ;Cédulas - 1a. família;5;4
1999;PIAUÍ;Cédulas - 1a. família;10;60
1999;PIAUÍ;Cédulas - 1a. família;50;37
1999;PIAUÍ;Cédulas - 1a. família;100;1
1999;RIO DE JANEIRO;Cédulas - 1a. família;5;162
1999;RIO DE JANEIRO;Cédulas - 1a. família;10;1.621
1999;RIO DE JANEIRO;Cédulas - 1a. família;50;2.229
1999;RIO DE JANEIRO;Cédulas - 1a. família;100;45
1999;RIO GRANDE DO NORTE;Cédulas - 1a. família;5;3
1999;RIO GRANDE DO NORTE;Cédulas - 1a. família;10;71
1999;RIO GRANDE DO NORTE;Cédulas - 1a. família;50;22
1999;RIO GRANDE DO NORTE;Cédulas - 1a. família;100;5
1999;RIO GRANDE DO SUL;Cédulas - 1a. família;5;22
1999;RIO GRANDE DO SUL;Cédulas - 1a. família;10;256
1999;RIO GRANDE DO SUL;Cédulas - 1a. família;50;244
1999;RIO GRANDE DO SUL;Cédulas - 1a. família;100;38
1999;RONDÔNIA;Cédulas - 1a. família;1;1
1999;RONDÔNIA;Cédulas - 1a. família;5;1
1999;RONDÔNIA;Cédulas - 1a. família;10;97
1999;RONDÔNIA;Cédulas - 1a. família;50;122
1999;RONDÔNIA;Cédulas - 1a. família;100;14
1999;RORAIMA;Cédulas - 1a. família;10;1
1999;RORAIMA;Cédulas - 1a. família;50;7
1999;RORAIMA;Cédulas - 1a. família;100;1
1999;SANTA CATARINA;Cédulas - 1a. família;5;6
1999;SANTA CATARINA;Cédulas - 1a. família;10;94
1999;SANTA CATARINA;Cédulas - 1a. família;50;200
1999;SANTA CATARINA;Cédulas - 1a. família;100;7
1999;SÃO PAULO;Cédulas - 1a. família;1;4
1999;SÃO PAULO;Cédulas - 1a. família;5;193
1999;SÃO PAULO;Cédulas - 1a. família;10;6.465
1999;SÃO PAULO;Cédulas - 1a. família;50;2.674
1999;SÃO PAULO;Cédulas - 1a. família;100;295
1999;SERGIPE;Cédulas - 1a. família;10;8
1999;SERGIPE;Cédulas - 1a. família;50;4
1999;TOCANTINS;Cédulas - 1a. família;5;4
1999;TOCANTINS;Cédulas - 1a. família;10;119
1999;TOCANTINS;Cédulas - 1a. família;50;21
1999;TOCANTINS;Cédulas - 1a. família;100;7
2000;ACRE;Cédulas - 1a. família;10;25
2000;ACRE;Cédulas - 1a. família;50;136
2000;ACRE;Cédulas - 1a. família;100;15
2000;ALAGOAS;Cédulas - 1a. família;1;4
2000;ALAGOAS;Cédulas - 1a. família;5;104
2000;ALAGOAS;Cédulas - 1a. família;10;1.344
2000;ALAGOAS;Cédulas - 1a. família;50;882
2000;ALAGOAS;Cédulas - 1a. família;100;101
2000;AMAPÁ;Cédulas - 1a. família;10;6
2000;AMAPÁ;Cédulas - 1a. família;50;4
2000;AMAZONAS;Cédulas - 1a. família;5;76
2000;AMAZONAS;Cédulas - 1a. família;10;810
2000;AMAZONAS;Cédulas - 1a. família;50;702
2000;AMAZONAS;Cédulas - 1a. família;100;220
2000;BAHIA;Cédulas - 1a. família;1;13
2000;BAHIA;Cédulas - 1a. família;5;851
2000;BAHIA;Cédulas - 1a. família;10;8.202
2000;BAHIA;Cédulas - 1a. família;50;4.238
2000;BAHIA;Cédulas - 1a. família;100;110
2000;CEARÁ;Cédulas - 1a. família;1;3
2000;CEARÁ;Cédulas - 1a. família;5;403
2000;CEARÁ;Cédulas - 1a. família;10;1.609
2000;CEARÁ;Cédulas - 1a. família;50;1.300
2000;CEARÁ;Cédulas - 1a. família;100;42
2000;DISTRITO FEDERAL;Cédulas - 1a. família;1;8
2000;DISTRITO FEDERAL;Cédulas - 1a. família;5;411
2000;DISTRITO FEDERAL;Cédulas - 1a. família;10;2.939
2000;DISTRITO FEDERAL;Cédulas - 1a. família;50;4.359
2000;DISTRITO FEDERAL;Cédulas - 1a. família;100;212
2000;ESPÍRITO SANTO;Cédulas - 1a. família;1;4
2000;ESPÍRITO SANTO;Cédulas - 1a. família;5;84
2000;ESPÍRITO SANTO;Cédulas - em polímero;10;1
2000;ESPÍRITO SANTO;Cédulas - 1a. família;10;824
2000;ESPÍRITO SANTO;Cédulas - 1a. família;50;1.305
2000;ESPÍRITO SANTO;Cédulas - 1a. família;100;19
2000;GOIÁS;Cédulas - 1a. família;1;1
2000;GOIÁS;Cédulas - 1a. família;5;225
2000;GOIÁS;Cédulas - 1a. família;10;2.926
2000;GOIÁS;Cédulas - 1a. família;50;3.240
2000;GOIÁS;Cédulas - 1a. família;100;147
2000;MARANHÃO;Cédulas - 1a. família;1;1
2000;MARANHÃO;Cédulas - 1a. família;5;45
2000;MARANHÃO;Cédulas - 1a. família;10;737
2000;MARANHÃO;Cédulas - 1a. família;50;592
2000;MARANHÃO;Cédulas - 1a. família;100;19
2000;MATO GROSSO;Cédulas - 1a. família;5;22
2000;MATO GROSSO;Cédulas - 1a. família;10;313
2000;MATO GROSSO;Cédulas - 1a. família;50;1.374
2000;MATO GROSSO;Cédulas - 1a. família;100;65
2000;MATO GROSSO DO SUL;Cédulas - 1a. família;5;16
2000;MATO GROSSO DO SUL;Cédulas - 1a. família;10;531
2000;MATO GROSSO DO SUL;Cédulas - 1a. família;50;3.199
2000;MATO GROSSO DO SUL;Cédulas - 1a. família;100;64
2000;MINAS GERAIS;Cédulas - 1a. família;1;8
2000;MINAS GERAIS;Cédulas - 1a. família;5;1.558
2000;MINAS GERAIS;Cédulas - em polímero;10;2
2000;MINAS GERAIS;Cédulas - 1a. família;10;15.322
2000;MINAS GERAIS;Cédulas - 1a. família;50;13.828
2000;MINAS GERAIS;Cédulas - 1a. família;100;359
2000;PARÁ;Cédulas - 1a. família;1;4
2000;PARÁ;Cédulas - 1a. família;5;193
2000;PARÁ;Cédulas - 1a. família;10;690
2000;PARÁ;Cédulas - 1a. família;50;588
2000;PARÁ;Cédulas - 1a. família;100;37
2000;PARAÍBA;Cédulas - 1a. família;1;1
2000;PARAÍBA;Cédulas - 1a. família;5;49
2000;PARAÍBA;Cédulas - 1a. família;10;481
2000;PARAÍBA;Cédulas - 1a. família;50;374
2000;PARAÍBA;Cédulas - 1a. família;100;14
2000;PARANÁ;Cédulas - 1a. família;1;9
2000;PARANÁ;Cédulas - 1a. família;5;436
2000;PARANÁ;Cédulas - 1a. família;10;4.408
2000;PARANÁ;Cédulas - 1a. família;50;6.022
2000;PARANÁ;Cédulas - 1a. família;100;424
2000;PERNAMBUCO;Cédulas - 1a. família;1;130
2000;PERNAMBUCO;Cédulas - 1a. família;5;2.338
2000;PERNAMBUCO;Cédulas - em polímero;10;11
2000;PERNAMBUCO;Cédulas - 1a. família;10;10.516
2000;PERNAMBUCO;Cédulas - 1a. família;50;3.386
2000;PERNAMBUCO;Cédulas - 1a. família;100;122
2000;PIAUÍ;Cédulas - 1a. família;5;39
2000;PIAUÍ;Cédulas - 1a. família;10;423
2000;PIAUÍ;Cédulas - 1a. família;50;247
2000;PIAUÍ;Cédulas - 1a. família;100;17
2000;RIO DE JANEIRO;Cédulas - 1a. família;1;8
2000;RIO DE JANEIRO;Cédulas - 1a. família;5;2.715
2000;RIO DE JANEIRO;Cédulas - em polímero;10;1
2000;RIO DE JANEIRO;Cédulas - 1a. família;10;9.907
2000;RIO DE JANEIRO;Cédulas - 1a. família;50;22.568
2000;RIO DE JANEIRO;Cédulas - 1a. família;100;371
2000;RIO GRANDE DO NORTE;Cédulas - 1a. família;1;2
2000;RIO GRANDE DO NORTE;Cédulas - 1a. família;5;101
2000;RIO GRANDE DO NORTE;Cédulas - 1a. família;10;600
2000;RIO GRANDE DO NORTE;Cédulas - 1a. família;50;301
2000;RIO GRANDE DO NORTE;Cédulas - 1a. família;100;23
2000;RIO GRANDE DO SUL;Cédulas - 1a. família;1;44
2000;RIO GRANDE DO SUL;Cédulas - 1a. família;5;581
2000;RIO GRANDE DO SUL;Cédulas - 1a. família;10;11.648
2000;RIO GRANDE DO SUL;Cédulas - 1a. família;50;4.595
2000;RIO GRANDE DO SUL;Cédulas - 1a. família;100;541
2000;RONDÔNIA;Cédulas - 1a. família;5;29
2000;RONDÔNIA;Cédulas - 1a. família;10;76
2000;RONDÔNIA;Cédulas - 1a. família;50;555
2000;RONDÔNIA;Cédulas - 1a. família;100;22
2000;RORAIMA;Cédulas - 1a. família;10;20
2000;RORAIMA;Cédulas - 1a. família;50;105
2000;RORAIMA;Cédulas - 1a. família;100;51
2000;SANTA CATARINA;Cédulas - 1a. família;1;3
2000;SANTA CATARINA;Cédulas - 1a. família;5;83
2000;SANTA CATARINA;Cédulas - 1a. família;10;1.743
2000;SANTA CATARINA;Cédulas - 1a. família;50;2.374
2000;SANTA CATARINA;Cédulas - 1a. família;100;111
2000;SÃO PAULO;Cédulas - 1a. família;1;50
2000;SÃO PAULO;Cédulas - 1a. família;5;5.456
2000;SÃO PAULO;Cédulas - em polímero;10;85
2000;SÃO PAULO;Cédulas - 1a. família;10;98.564
2000;SÃO PAULO;Cédulas - 1a. família;50;55.283
2000;SÃO PAULO;Cédulas - 1a. família;100;1.519
2000;SERGIPE;Cédulas - 1a. família;1;1
2000;SERGIPE;Cédulas - 1a. família;5;66
2000;SERGIPE;Cédulas - 1a. família;10;923
2000;SERGIPE;Cédulas - 1a. família;50;555
2000;SERGIPE;Cédulas - 1a. família;100;17
2000;TOCANTINS;Cédulas - 1a. família;5;33
2000;TOCANTINS;Cédulas - 1a. família;10;316
2000;TOCANTINS;Cédulas - 1a. família;50;132
2000;TOCANTINS;Cédulas - 1a. família;100;14
2001;ACRE;Cédulas - 1a. família;5;3
2001;ACRE;Cédulas - 1a. família;10;154
2001;ACRE;Cédulas - 1a. família;50;448
2001;ACRE;Cédulas - 1a. família;100;1
2001;ALAGOAS;Cédulas - 1a. família;1;5
2001;ALAGOAS;Cédulas - 1a. família;5;264
2001;ALAGOAS;Cédulas - em polímero;10;47
2001;ALAGOAS;Cédulas - 1a. família;10;1.234
2001;ALAGOAS;Cédulas - 1a. família;50;714
2001;ALAGOAS;Cédulas - 1a. família;100;12
2001;AMAPÁ;Cédulas - 1a. família;5;3
2001;AMAPÁ;Cédulas - 1a. família;10;89
2001;AMAPÁ;Cédulas - 1a. família;50;145
2001;AMAPÁ;Cédulas - 1a. família;100;2
2001;AMAZONAS;Cédulas - 1a. família;1;7
2001;AMAZONAS;Cédulas - 1a. família;5;54
2001;AMAZONAS;Cédulas - em polímero;10;23
2001;AMAZONAS;Cédulas - 1a. família;10;345
2001;AMAZONAS;Cédulas - 1a. família;50;185
2001;AMAZONAS;Cédulas - 1a. família;100;89
2001;BAHIA;Cédulas - 1a. família;1;10
2001;BAHIA;Cédulas - 1a. família;5;748
2001;BAHIA;Cédulas - em polímero;10;657
2001;BAHIA;Cédulas - 1a. família;10;6.517
2001;BAHIA;Cédulas - 1a. família;50;4.943
2001;BAHIA;Cédulas - 1a. família;100;44
2001;CEARÁ;Cédulas - 1a. família;1;3
2001;CEARÁ;Cédulas - 1a. família;5;1.189
2001;CEARÁ;Cédulas - em polímero;10;93
2001;CEARÁ;Cédulas - 1a. família;10;4.738
2001;CEARÁ;Cédulas - 1a. família;50;2.533
2001;CEARÁ;Cédulas - 1a. família;100;34
2001;DISTRITO FEDERAL;Cédulas - 1a. família;1;6
2001;DISTRITO FEDERAL;Cédulas - 1a. família;5;2.072
2001;DISTRITO FEDERAL;Cédulas - em polímero;10;33
2001;DISTRITO FEDERAL;Cédulas - 1a. família;10;9.550
2001;DISTRITO FEDERAL;Cédulas - 1a. família;50;4.094
2001;DISTRITO FEDERAL;Cédulas - 1a. família;100;43
2001;ESPÍRITO SANTO;Cédulas - 1a. família;1;2
2001;ESPÍRITO SANTO;Cédulas - 1a. família;5;251
2001;ESPÍRITO SANTO;Cédulas - em polímero;10;10
2001;ESPÍRITO SANTO;Cédulas - 1a. família;10;1.352
2001;ESPÍRITO SANTO;Cédulas - 1a. família;50;1.360
2001;ESPÍRITO SANTO;Cédulas - 1a. família;100;9
2001;GOIÁS;Cédulas - 1a. família;1;3
2001;GOIÁS;Cédulas - 1a. família;5;757
2001;GOIÁS;Cédulas - em polímero;10;64
2001;GOIÁS;Cédulas - 1a. família;10;4.899
2001;GOIÁS;Cédulas - 1a. família;50;3.594
2001;GOIÁS;Cédulas - 1a. família;100;71
2001;MARANHÃO;Cédulas - 1a. família;1;1
2001;MARANHÃO;Cédulas - 1a. família;5;213
2001;MARANHÃO;Cédulas - em polímero;10;28
2001;MARANHÃO;Cédulas - 1a. família;10;1.302
2001;MARANHÃO;Cédulas - 1a. família;50;822
2001;MARANHÃO;Cédulas - 1a. família;100;14
2001;MATO GROSSO;Cédulas - 1a. família;1;1
2001;MATO GROSSO;Cédulas - 1a. família;5;44
2001;MATO GROSSO;Cédulas - 1a. família;10;346
2001;MATO GROSSO;Cédulas - 1a. família;50;1.680
2001;MATO GROSSO;Cédulas - 1a. família;100;44
2001;MATO GROSSO DO SUL;Cédulas - 1a. família;5;46
2001;MATO GROSSO DO SUL;Cédulas - em polímero;10;18
2001;MATO GROSSO DO SUL;Cédulas - 1a. família;10;736
2001;MATO GROSSO DO SUL;Cédulas - 1a. família;50;4.132
2001;MATO GROSSO DO SUL;Cédulas - 1a. família;100;22
2001;MINAS GERAIS;Cédulas - 1a. família;1;18
2001;MINAS GERAIS;Cédulas - 1a. família;5;1.880
2001;MINAS GERAIS;Cédulas - em polímero;10;536
2001;MINAS GERAIS;Cédulas - 1a. família;10;23.781
2001;MINAS GERAIS;Cédulas - 1a. família;20;9
2001;MINAS GERAIS;Cédulas - 1a. família;50;14.118
2001;MINAS GERAIS;Cédulas - 1a. família;100;160
2001;PARÁ;Cédulas - 1a. família;1;1
2001;PARÁ;Cédulas - 1a. família;5;493
2001;PARÁ;Cédulas - em polímero;10;59
2001;PARÁ;Cédulas - 1a. família;10;2.472
2001;PARÁ;Cédulas - 1a. família;50;1.487
2001;PARÁ;Cédulas - 1a. família;100;16
2001;PARAÍBA;Cédulas - 1a. família;1;3
2001;PARAÍBA;Cédulas - 1a. família;5;78
2001;PARAÍBA;Cédulas - em polímero;10;18
2001;PARAÍBA;Cédulas - 1a. família;10;574
2001;PARAÍBA;Cédulas - 1a. família;50;439
2001;PARAÍBA;Cédulas - 1a. família;100;7
2001;PARANÁ;Cédulas - 1a. família;1;26
2001;PARANÁ;Cédulas - 1a. família;5;843
2001;PARANÁ;Cédulas - em polímero;10;108
2001;PARANÁ;Cédulas - 1a. família;10;8.261
2001;PARANÁ;Cédulas - 1a. família;50;8.922
2001;PARANÁ;Cédulas - 1a. família;100;113
2001;PERNAMBUCO;Cédulas - 1a. família;1;180
2001;PERNAMBUCO;Cédulas - 1a. família;5;3.811
2001;PERNAMBUCO;Cédulas - em polímero;10;342
2001;PERNAMBUCO;Cédulas - 1a. família;10;6.900
2001;PERNAMBUCO;Cédulas - 1a. família;50;3.999
2001;PERNAMBUCO;Cédulas - 1a. família;100;32
2001;PIAUÍ;Cédulas - 1a. família;1;1
2001;PIAUÍ;Cédulas - 1a. família;5;135
2001;PIAUÍ;Cédulas - em polímero;10;42
2001;PIAUÍ;Cédulas - 1a. família;10;688
2001;PIAUÍ;Cédulas - 1a. família;50;1.150
2001;PIAUÍ;Cédulas - 1a. família;100;8
2001;RIO DE JANEIRO;Cédulas - 1a. família;1;12
2001;RIO DE JANEIRO;Cédulas - 1a. família;5;3.079
2001;RIO DE JANEIRO;Cédulas - em polímero;10;168
2001;RIO DE JANEIRO;Cédulas - 1a. família;10;19.586
2001;RIO DE JANEIRO;Cédulas - 1a. família;50;20.766
2001;RIO DE JANEIRO;Cédulas - 1a. família;100;224
2001;RIO GRANDE DO NORTE;Cédulas - 1a. família;1;3
2001;RIO GRANDE DO NORTE;Cédulas - 1a. família;5;69
2001;RIO GRANDE DO NORTE;Cédulas - em polímero;10;2
2001;RIO GRANDE DO NORTE;Cédulas - 1a. família;10;764
2001;RIO GRANDE DO NORTE;Cédulas - 1a. família;50;902
2001;RIO GRANDE DO NORTE;Cédulas - 1a. família;100;8
2001;RIO GRANDE DO SUL;Cédulas - 1a. família;1;14
2001;RIO GRANDE DO SUL;Cédulas - 1a. família;5;3.606
2001;RIO GRANDE DO SUL;Cédulas - em polímero;10;245
2001;RIO GRANDE DO SUL;Cédulas - 1a. família;10;16.889
2001;RIO GRANDE DO SUL;Cédulas - 1a. família;50;7.886
2001;RIO GRANDE DO SUL;Cédulas - 1a. família;100;269
2001;RONDÔNIA;Cédulas - 1a. família;5;47
2001;RONDÔNIA;Cédulas - em polímero;10;1
2001;RONDÔNIA;Cédulas - 1a. família;10;628
2001;RONDÔNIA;Cédulas - 1a. família;50;628
2001;RONDÔNIA;Cédulas - 1a. família;100;64
2001;RORAIMA;Cédulas - 1a. família;10;12
2001;RORAIMA;Cédulas - 1a. família;50;60
2001;RORAIMA;Cédulas - 1a. família;100;10
2001;SANTA CATARINA;Cédulas - 1a. família;5;304
2001;SANTA CATARINA;Cédulas - em polímero;10;15
2001;SANTA CATARINA;Cédulas - 1a. família;10;2.058
2001;SANTA CATARINA;Cédulas - 1a. família;50;3.802
2001;SANTA CATARINA;Cédulas - 1a. família;100;22
2001;SÃO PAULO;Cédulas - 1a. família;1;40
2001;SÃO PAULO;Cédulas - 1a. família;5;10.216
2001;SÃO PAULO;Cédulas - em polímero;10;4.589
2001;SÃO PAULO;Cédulas - 1a. família;10;82.702
2001;SÃO PAULO;Cédulas - 1a. família;50;53.865
2001;SÃO PAULO;Cédulas - 1a. família;100;704
2001;SERGIPE;Cédulas - 1a. família;5;84
2001;SERGIPE;Cédulas - em polímero;10;63
2001;SERGIPE;Cédulas - 1a. família;10;1.174
2001;SERGIPE;Cédulas - 1a. família;50;684
2001;SERGIPE;Cédulas - 1a. família;100;4
2001;TOCANTINS;Cédulas - 1a. família;5;51
2001;TOCANTINS;Cédulas - em polímero;10;1
2001;TOCANTINS;Cédulas - 1a. família;10;336
2001;TOCANTINS;Cédulas - 1a. família;50;389
2001;TOCANTINS;Cédulas - 1a. família;100;2
2002;ACRE;Cédulas - 1a. família;5;1
2002;ACRE;Cédulas - 1a. família;10;26
2002;ACRE;Cédulas - 1a. família;50;133
2002;ACRE;Cédulas - 1a. família;100;3
2002;ALAGOAS;Cédulas - 1a. família;1;2
2002;ALAGOAS;Cédulas - 1a. família;5;112
2002;ALAGOAS;Cédulas - em polímero;10;5
2002;ALAGOAS;Cédulas - 1a. família;10;779
2002;ALAGOAS;Cédulas - 1a. família;20;36
2002;ALAGOAS;Cédulas - 1a. família;50;702
2002;ALAGOAS;Cédulas - 1a. família;100;6
