ano,estado,familia,nota,falsificacoes
1995,parana,cedulas 1a familia,50,237
1995,rio de janeiro,cedulas 1a familia,50,3
1995,rio de janeiro,cedulas 1a familia,100,1
1995,sao paulo,cedulas 1a familia,100,1
1996,distrito federal,cedulas 1a familia,50,1
1996,distrito federal,cedulas 1a familia,100,1
1996,minas gerais,cedulas 1a familia,50,4
1996,minas gerais,cedulas 1a familia,100,1
1996,parana,cedulas 1a familia,50,4
1996,parana,cedulas 1a familia,100,12
1996,pernambuco,cedulas 1a familia,50,2
1996,pernambuco,cedulas 1a familia,100,1
1996,rio de janeiro,cedulas 1a familia,5,2
1996,rio de janeiro,cedulas 1a familia,10,6087
1996,rio de janeiro,cedulas 1a familia,50,7988
1996,rio de janeiro,cedulas 1a familia,100,2311
1996,rio grande do sul,cedulas 1a familia,10,1
1996,rio grande do sul,cedulas 1a familia,50,2
1996,rio grande do sul,cedulas 1a familia,100,2
1996,rondonia,cedulas 1a familia,100,2
1997,amapa,cedulas 1a familia,100,1
1997,bahia,cedulas 1a familia,5,2
1997,bahia,cedulas 1a familia,10,49
1997,bahia,cedulas 1a familia,50,14
1997,bahia,cedulas 1a familia,100,27
1997,ceara,cedulas 1a familia,10,20
1997,ceara,cedulas 1a familia,50,28
1997,ceara,cedulas 1a familia,100,1
1997,distrito federal,cedulas 1a familia,10,19
1997,distrito federal,cedulas 1a familia,50,22
1997,distrito federal,cedulas 1a familia,100,12
1997,goias,cedulas 1a familia,10,4
1997,goias,cedulas 1a familia,50,1
1997,mato grosso do sul,cedulas 1a familia,50,8
1997,minas gerais,cedulas 1a familia,50,35
1997,minas gerais,cedulas 1a familia,100,58
1997,parana,cedulas 1a familia,50,4
1997,parana,cedulas 1a familia,100,1
1997,pernambuco,cedulas 1a familia,50,8
1997,pernambuco,cedulas 1a familia,100,4
1997,rio de janeiro,cedulas 1a familia,5,180
1997,rio de janeiro,cedulas 1a familia,10,16
1997,rio de janeiro,cedulas 1a familia,50,33
1997,rio de janeiro,cedulas 1a familia,100,73
1997,rio grande do sul,cedulas 1a familia,100,1
1997,rondonia,cedulas 1a familia,100,1
1997,sao paulo,cedulas 1a familia,50,1
1997,tocantins,cedulas 1a familia,100,1
1998,amapa,cedulas 1a familia,50,79
1998,amazonas,cedulas 1a familia,5,13
1998,amazonas,cedulas 1a familia,10,1
1998,amazonas,cedulas 1a familia,50,364
1998,amazonas,cedulas 1a familia,100,3
1998,ceara,cedulas 1a familia,5,5
1998,ceara,cedulas 1a familia,10,26
1998,ceara,cedulas 1a familia,50,69
1998,ceara,cedulas 1a familia,100,49
1998,distrito federal,cedulas 1a familia,100,1
1998,espirito santo,cedulas 1a familia,10,918
1998,espirito santo,cedulas 1a familia,50,55
1998,goias,cedulas 1a familia,10,83
1998,goias,cedulas 1a familia,100,1
1998,mato grosso,cedulas 1a familia,10,1
1998,mato grosso,cedulas 1a familia,50,6
1998,minas gerais,cedulas 1a familia,10,42
1998,minas gerais,cedulas 1a familia,50,22
1998,minas gerais,cedulas 1a familia,100,7
1998,para,cedulas 1a familia,50,1
1998,parana,cedulas 1a familia,10,475
1998,parana,cedulas 1a familia,50,338
1998,parana,cedulas 1a familia,100,3
1998,pernambuco,cedulas 1a familia,10,689
1998,pernambuco,cedulas 1a familia,50,3
1998,pernambuco,cedulas 1a familia,100,1
1998,piaui,cedulas 1a familia,50,6
1998,piaui,cedulas 1a familia,100,1
1998,rio de janeiro,cedulas 1a familia,5,13
1998,rio de janeiro,cedulas 1a familia,10,223
1998,rio de janeiro,cedulas 1a familia,50,220
1998,rio de janeiro,cedulas 1a familia,100,627
1998,rio grande do norte,cedulas 1a familia,10,3
1998,rio grande do sul,cedulas 1a familia,50,3
1998,rio grande do sul,cedulas 1a familia,100,3
1998,rondonia,cedulas 1a familia,50,6
1998,rondonia,cedulas 1a familia,100,4
1998,santa catarina,cedulas 1a familia,5,32
1998,santa catarina,cedulas 1a familia,10,1016
1998,santa catarina,cedulas 1a familia,50,791
1998,santa catarina,cedulas 1a familia,100,347
1998,sao paulo,cedulas 1a familia,5,9
1998,sao paulo,cedulas 1a familia,10,35
1998,sao paulo,cedulas 1a familia,50,207
1998,sao paulo,cedulas 1a familia,100,56
1998,tocantins,cedulas 1a familia,50,11
1998,tocantins,cedulas 1a familia,100,6
1999,acre,cedulas 1a familia,10,10
1999,acre,cedulas 1a familia,50,49
1999,acre,cedulas 1a familia,100,2
1999,alagoas,cedulas 1a familia,5,11
1999,alagoas,cedulas 1a familia,10,67
1999,alagoas,cedulas 1a familia,50,105
1999,alagoas,cedulas 1a familia,100,3
1999,amapa,cedulas 1a familia,10,46
1999,amapa,cedulas 1a familia,50,5
1999,amazonas,cedulas 1a familia,5,5
1999,amazonas,cedulas 1a familia,10,41
1999,amazonas,cedulas 1a familia,50,136
1999,amazonas,cedulas 1a familia,100,121
1999,bahia,cedulas 1a familia,5,83
1999,bahia,cedulas 1a familia,10,570
1999,bahia,cedulas 1a familia,50,164
1999,bahia,cedulas 1a familia,100,8
1999,ceara,cedulas 1a familia,5,45
1999,ceara,cedulas 1a familia,10,90
1999,ceara,cedulas 1a familia,50,136
1999,ceara,cedulas 1a familia,100,9
1999,distrito federal,cedulas 1a familia,5,68
1999,distrito federal,cedulas 1a familia,10,113
1999,distrito federal,cedulas 1a familia,50,4505
1999,distrito federal,cedulas 1a familia,100,827
1999,espirito santo,cedulas 1a familia,5,18
1999,espirito santo,cedulas 1a familia,10,252
1999,espirito santo,cedulas 1a familia,50,582
1999,espirito santo,cedulas 1a familia,100,9
1999,goias,cedulas 1a familia,5,59
1999,goias,cedulas 1a familia,10,549
1999,goias,cedulas 1a familia,50,212
1999,goias,cedulas 1a familia,100,11
1999,maranhao,cedulas 1a familia,5,4
1999,maranhao,cedulas 1a familia,10,63
1999,maranhao,cedulas 1a familia,50,69
1999,maranhao,cedulas 1a familia,100,1
1999,mato grosso,cedulas 1a familia,5,4
1999,mato grosso,cedulas 1a familia,10,94
1999,mato grosso,cedulas 1a familia,50,126
1999,mato grosso,cedulas 1a familia,100,13
1999,mato grosso do sul,cedulas 1a familia,5,2
1999,mato grosso do sul,cedulas 1a familia,10,501
1999,mato grosso do sul,cedulas 1a familia,50,1014
1999,mato grosso do sul,cedulas 1a familia,100,33
1999,minas gerais,cedulas 1a familia,1,11
1999,minas gerais,cedulas 1a familia,5,79
1999,minas gerais,cedulas 1a familia,10,800
1999,minas gerais,cedulas 1a familia,50,740
1999,minas gerais,cedulas 1a familia,100,30
1999,para,cedulas 1a familia,5,1
1999,para,cedulas 1a familia,10,103
1999,para,cedulas 1a familia,50,85
1999,para,cedulas 1a familia,100,8
1999,paraiba,cedulas 1a familia,5,14
1999,paraiba,cedulas 1a familia,10,16
1999,paraiba,cedulas 1a familia,50,49
1999,paraiba,cedulas 1a familia,100,1
1999,parana,cedulas 1a familia,5,41
1999,parana,cedulas 1a familia,10,225
1999,parana,cedulas 1a familia,50,444
1999,parana,cedulas 1a familia,100,74
1999,pernambuco,cedulas 1a familia,1,4
1999,pernambuco,cedulas 1a familia,5,34
1999,pernambuco,cedulas 1a familia,10,328
1999,pernambuco,cedulas 1a familia,50,85
1999,pernambuco,cedulas 1a familia,100,7
1999,piaui,cedulas 1a familia,5,4
1999,piaui,cedulas 1a familia,10,60
1999,piaui,cedulas 1a familia,50,37
1999,piaui,cedulas 1a familia,100,1
1999,rio de janeiro,cedulas 1a familia,5,162
1999,rio de janeiro,cedulas 1a familia,10,1621
1999,rio de janeiro,cedulas 1a familia,50,2229
1999,rio de janeiro,cedulas 1a familia,100,45
1999,rio grande do norte,cedulas 1a familia,5,3
1999,rio grande do norte,cedulas 1a familia,10,71
1999,rio grande do norte,cedulas 1a familia,50,22
1999,rio grande do norte,cedulas 1a familia,100,5
1999,rio grande do sul,cedulas 1a familia,5,22
1999,rio grande do sul,cedulas 1a familia,10,256
1999,rio grande do sul,cedulas 1a familia,50,244
1999,rio grande do sul,cedulas 1a familia,100,38
1999,rondonia,cedulas 1a familia,1,1
1999,rondonia,cedulas 1a familia,5,1
1999,rondonia,cedulas 1a familia,10,97
1999,rondonia,cedulas 1a familia,50,122
1999,rondonia,cedulas 1a familia,100,14
1999,roraima,cedulas 1a familia,10,1
1999,roraima,cedulas 1a familia,50,7
1999,roraima,cedulas 1a familia,100,1
1999,santa catarina,cedulas 1a familia,5,6
1999,santa catarina,cedulas 1a familia,10,94
1999,santa catarina,cedulas 1a familia,50,200
1999,santa catarina,cedulas 1a familia,100,7
1999,sao paulo,cedulas 1a familia,1,4
1999,sao paulo,cedulas 1a familia,5,193
1999,sao paulo,cedulas 1a familia,10,6465
1999,sao paulo,cedulas 1a familia,50,2674
1999,sao paulo,cedulas 1a familia,100,295
1999,sergipe,cedulas 1a familia,10,8
1999,sergipe,cedulas 1a familia,50,4
1999,tocantins,cedulas 1a familia,5,4
1999,tocantins,cedulas 1a familia,10,119
1999,tocantins,cedulas 1a familia,50,21
1999,tocantins,cedulas 1a familia,100,7
2000,acre,cedulas 1a familia,10,25
2000,acre,cedulas 1a familia,50,136
2000,acre,cedulas 1a familia,100,15
2000,alagoas,cedulas 1a familia,1,4
2000,alagoas,cedulas 1a familia,5,104
2000,alagoas,cedulas 1a familia,10,1344
2000,alagoas,cedulas 1a familia,50,882
2000,alagoas,cedulas 1a familia,100,101
2000,amapa,cedulas 1a familia,10,6
2000,amapa,cedulas 1a familia,50,4
2000,amazonas,cedulas 1a familia,5,76
2000,amazonas,cedulas 1a familia,10,810
2000,amazonas,cedulas 1a familia,50,702
2000,amazonas,cedulas 1a familia,100,220
2000,bahia,cedulas 1a familia,1,13
2000,bahia,cedulas 1a familia,5,851
2000,bahia,cedulas 1a familia,10,8202
2000,bahia,cedulas 1a familia,50,4238
2000,bahia,cedulas 1a familia,100,110
2000,ceara,cedulas 1a familia,1,3
2000,ceara,cedulas 1a familia,5,403
2000,ceara,cedulas 1a familia,10,1609
2000,ceara,cedulas 1a familia,50,1300
2000,ceara,cedulas 1a familia,100,42
2000,distrito federal,cedulas 1a familia,1,8
2000,distrito federal,cedulas 1a familia,5,411
2000,distrito federal,cedulas 1a familia,10,2939
2000,distrito federal,cedulas 1a familia,50,4359
2000,distrito federal,cedulas 1a familia,100,212
2000,espirito santo,cedulas 1a familia,1,4
2000,espirito santo,cedulas 1a familia,5,84
2000,espirito santo,cedulas em polimero,10,1
2000,espirito santo,cedulas 1a familia,10,824
2000,espirito santo,cedulas 1a familia,50,1305
2000,espirito santo,cedulas 1a familia,100,19
2000,goias,cedulas 1a familia,1,1
2000,goias,cedulas 1a familia,5,225
2000,goias,cedulas 1a familia,10,2926
2000,goias,cedulas 1a familia,50,3240
2000,goias,cedulas 1a familia,100,147
2000,maranhao,cedulas 1a familia,1,1
2000,maranhao,cedulas 1a familia,5,45
2000,maranhao,cedulas 1a familia,10,737
2000,maranhao,cedulas 1a familia,50,592
2000,maranhao,cedulas 1a familia,100,19
2000,mato grosso,cedulas 1a familia,5,22
2000,mato grosso,cedulas 1a familia,10,313
2000,mato grosso,cedulas 1a familia,50,1374
2000,mato grosso,cedulas 1a familia,100,65
2000,mato grosso do sul,cedulas 1a familia,5,16
2000,mato grosso do sul,cedulas 1a familia,10,531
2000,mato grosso do sul,cedulas 1a familia,50,3199
2000,mato grosso do sul,cedulas 1a familia,100,64
2000,minas gerais,cedulas 1a familia,1,8
2000,minas gerais,cedulas 1a familia,5,1558
2000,minas gerais,cedulas em polimero,10,2
2000,minas gerais,cedulas 1a familia,10,15322
2000,minas gerais,cedulas 1a familia,50,13828
2000,minas gerais,cedulas 1a familia,100,359
2000,para,cedulas 1a familia,1,4
2000,para,cedulas 1a familia,5,193
2000,para,cedulas 1a familia,10,690
2000,para,cedulas 1a familia,50,588
2000,para,cedulas 1a familia,100,37
2000,paraiba,cedulas 1a familia,1,1
2000,paraiba,cedulas 1a familia,5,49
2000,paraiba,cedulas 1a familia,10,481
2000,paraiba,cedulas 1a familia,50,374
2000,paraiba,cedulas 1a familia,100,14
2000,parana,cedulas 1a familia,1,9
2000,parana,cedulas 1a familia,5,436
2000,parana,cedulas 1a familia,10,4408
2000,parana,cedulas 1a familia,50,6022
2000,parana,cedulas 1a familia,100,424
2000,pernambuco,cedulas 1a familia,1,130
2000,pernambuco,cedulas 1a familia,5,2338
2000,pernambuco,cedulas em polimero,10,11
2000,pernambuco,cedulas 1a familia,10,10516
2000,pernambuco,cedulas 1a familia,50,3386
2000,pernambuco,cedulas 1a familia,100,122
2000,piaui,cedulas 1a familia,5,39
2000,piaui,cedulas 1a familia,10,423
2000,piaui,cedulas 1a familia,50,247
2000,piaui,cedulas 1a familia,100,17
2000,rio de janeiro,cedulas 1a familia,1,8
2000,rio de janeiro,cedulas 1a familia,5,2715
2000,rio de janeiro,cedulas em polimero,10,1
2000,rio de janeiro,cedulas 1a familia,10,9907
2000,rio de janeiro,cedulas 1a familia,50,22568
2000,rio de janeiro,cedulas 1a familia,100,371
2000,rio grande do norte,cedulas 1a familia,1,2
2000,rio grande do norte,cedulas 1a familia,5,101
2000,rio grande do norte,cedulas 1a familia,10,600
2000,rio grande do norte,cedulas 1a familia,50,301
2000,rio grande do norte,cedulas 1a familia,100,23
2000,rio grande do sul,cedulas 1a familia,1,44
2000,rio grande do sul,cedulas 1a familia,5,581
2000,rio grande do sul,cedulas 1a familia,10,11648
2000,rio grande do sul,cedulas 1a familia,50,4595
2000,rio grande do sul,cedulas 1a familia,100,541
2000,rondonia,cedulas 1a familia,5,29
2000,rondonia,cedulas 1a familia,10,76
2000,rondonia,cedulas 1a familia,50,555
2000,rondonia,cedulas 1a familia,100,22
2000,roraima,cedulas 1a familia,10,20
2000,roraima,cedulas 1a familia,50,105
2000,roraima,cedulas 1a familia,100,51
2000,santa catarina,cedulas 1a familia,1,3
2000,santa catarina,cedulas 1a familia,5,83
2000,santa catarina,cedulas 1a familia,10,1743
2000,santa catarina,cedulas 1a familia,50,2374
2000,santa catarina,cedulas 1a familia,100,111
2000,sao paulo,cedulas 1a familia,1,50
2000,sao paulo,cedulas 1a familia,5,5456
2000,sao paulo,cedulas em polimero,10,85
2000,sao paulo,cedulas 1a familia,10,98564
2000,sao paulo,cedulas 1a familia,50,55283
2000,sao paulo,cedulas 1a familia,100,1519
2000,sergipe,cedulas 1a familia,1,1
2000,sergipe,cedulas 1a familia,5,66
2000,sergipe,cedulas 1a familia,10,923
2000,sergipe,cedulas 1a familia,50,555
2000,sergipe,cedulas 1a familia,100,17
2000,tocantins,cedulas 1a familia,5,33
2000,tocantins,cedulas 1a familia,10,316
2000,tocantins,cedulas 1a familia,50,132
2000,tocantins,cedulas 1a familia,100,14
2001,acre,cedulas 1a familia,5,3
2001,acre,cedulas 1a familia,10,154
2001,acre,cedulas 1a familia,50,448
2001,acre,cedulas 1a familia,100,1
2001,alagoas,cedulas 1a familia,1,5
2001,alagoas,cedulas 1a familia,5,264
2001,alagoas,cedulas em polimero,10,47
2001,alagoas,cedulas 1a familia,10,1234
2001,alagoas,cedulas 1a familia,50,714
2001,alagoas,cedulas 1a familia,100,12
2001,amapa,cedulas 1a familia,5,3
2001,amapa,cedulas 1a familia,10,89
2001,amapa,cedulas 1a familia,50,145
2001,amapa,cedulas 1a familia,100,2
2001,amazonas,cedulas 1a familia,1,7
2001,amazonas,cedulas 1a familia,5,54
2001,amazonas,cedulas em polimero,10,23
2001,amazonas,cedulas 1a familia,10,345
2001,amazonas,cedulas 1a familia,50,185
2001,amazonas,cedulas 1a familia,100,89
2001,bahia,cedulas 1a familia,1,10
2001,bahia,cedulas 1a familia,5,748
2001,bahia,cedulas em polimero,10,657
2001,bahia,cedulas 1a familia,10,6517
2001,bahia,cedulas 1a familia,50,4943
2001,bahia,cedulas 1a familia,100,44
2001,ceara,cedulas 1a familia,1,3
2001,ceara,cedulas 1a familia,5,1189
2001,ceara,cedulas em polimero,10,93
2001,ceara,cedulas 1a familia,10,4738
2001,ceara,cedulas 1a familia,50,2533
2001,ceara,cedulas 1a familia,100,34
2001,distrito federal,cedulas 1a familia,1,6
2001,distrito federal,cedulas 1a familia,5,2072
2001,distrito federal,cedulas em polimero,10,33
2001,distrito federal,cedulas 1a familia,10,9550
2001,distrito federal,cedulas 1a familia,50,4094
2001,distrito federal,cedulas 1a familia,100,43
2001,espirito santo,cedulas 1a familia,1,2
2001,espirito santo,cedulas 1a familia,5,251
2001,espirito santo,cedulas em polimero,10,10
2001,espirito santo,cedulas 1a familia,10,1352
2001,espirito santo,cedulas 1a familia,50,1360
2001,espirito santo,cedulas 1a familia,100,9
2001,goias,cedulas 1a familia,1,3
2001,goias,cedulas 1a familia,5,757
2001,goias,cedulas em polimero,10,64
2001,goias,cedulas 1a familia,10,4899
2001,goias,cedulas 1a familia,50,3594
2001,goias,cedulas 1a familia,100,71
2001,maranhao,cedulas 1a familia,1,1
2001,maranhao,cedulas 1a familia,5,213
2001,maranhao,cedulas em polimero,10,28
2001,maranhao,cedulas 1a familia,10,1302
2001,maranhao,cedulas 1a familia,50,822
2001,maranhao,cedulas 1a familia,100,14
2001,mato grosso,cedulas 1a familia,1,1
2001,mato grosso,cedulas 1a familia,5,44
2001,mato grosso,cedulas 1a familia,10,346
2001,mato grosso,cedulas 1a familia,50,1680
2001,mato grosso,cedulas 1a familia,100,44
2001,mato grosso do sul,cedulas 1a familia,5,46
2001,mato grosso do sul,cedulas em polimero,10,18
2001,mato grosso do sul,cedulas 1a familia,10,736
2001,mato grosso do sul,cedulas 1a familia,50,4132
2001,mato grosso do sul,cedulas 1a familia,100,22
2001,minas gerais,cedulas 1a familia,1,18
2001,minas gerais,cedulas 1a familia,5,1880
2001,minas gerais,cedulas em polimero,10,536
2001,minas gerais,cedulas 1a familia,10,23781
2001,minas gerais,cedulas 1a familia,20,9
2001,minas gerais,cedulas 1a familia,50,14118
2001,minas gerais,cedulas 1a familia,100,160
2001,para,cedulas 1a familia,1,1
2001,para,cedulas 1a familia,5,493
2001,para,cedulas em polimero,10,59
2001,para,cedulas 1a familia,10,2472
2001,para,cedulas 1a familia,50,1487
2001,para,cedulas 1a familia,100,16
2001,paraiba,cedulas 1a familia,1,3
2001,paraiba,cedulas 1a familia,5,78
2001,paraiba,cedulas em polimero,10,18
2001,paraiba,cedulas 1a familia,10,574
2001,paraiba,cedulas 1a familia,50,439
2001,paraiba,cedulas 1a familia,100,7
2001,parana,cedulas 1a familia,1,26
2001,parana,cedulas 1a familia,5,843
2001,parana,cedulas em polimero,10,108
2001,parana,cedulas 1a familia,10,8261
2001,parana,cedulas 1a familia,50,8922
2001,parana,cedulas 1a familia,100,113
2001,pernambuco,cedulas 1a familia,1,180
2001,pernambuco,cedulas 1a familia,5,3811
2001,pernambuco,cedulas em polimero,10,342
2001,pernambuco,cedulas 1a familia,10,6900
2001,pernambuco,cedulas 1a familia,50,3999
2001,pernambuco,cedulas 1a familia,100,32
2001,piaui,cedulas 1a familia,1,1
2001,piaui,cedulas 1a familia,5,135
2001,piaui,cedulas em polimero,10,42
2001,piaui,cedulas 1a familia,10,688
2001,piaui,cedulas 1a familia,50,1150
2001,piaui,cedulas 1a familia,100,8
2001,rio de janeiro,cedulas 1a familia,1,12
2001,rio de janeiro,cedulas 1a familia,5,3079
2001,rio de janeiro,cedulas em polimero,10,168
2001,rio de janeiro,cedulas 1a familia,10,19586
2001,rio de janeiro,cedulas 1a familia,50,20766
2001,rio de janeiro,cedulas 1a familia,100,224
2001,rio grande do norte,cedulas 1a familia,1,3
2001,rio grande do norte,cedulas 1a familia,5,69
2001,rio grande do norte,cedulas em polimero,10,2
2001,rio grande do norte,cedulas 1a familia,10,764
2001,rio grande do norte,cedulas 1a familia,50,902
2001,rio grande do norte,cedulas 1a familia,100,8
2001,rio grande do sul,cedulas 1a familia,1,14
2001,rio grande do sul,cedulas 1a familia,5,3606
2001,rio grande do sul,cedulas em polimero,10,245
2001,rio grande do sul,cedulas 1a familia,10,16889
2001,rio grande do sul,cedulas 1a familia,50,7886
2001,rio grande do sul,cedulas 1a familia,100,269
2001,rondonia,cedulas 1a familia,5,47
2001,rondonia,cedulas em polimero,10,1
2001,rondonia,cedulas 1a familia,10,628
2001,rondonia,cedulas 1a familia,50,628
2001,rondonia,cedulas 1a familia,100,64
2001,roraima,cedulas 1a familia,10,12
2001,roraima,cedulas 1a familia,50,60
2001,roraima,cedulas 1a familia,100,10
2001,santa catarina,cedulas 1a familia,5,304
2001,santa catarina,cedulas em polimero,10,15
2001,santa catarina,cedulas 1a familia,10,2058
2001,santa catarina,cedulas 1a familia,50,3802
2001,santa catarina,cedulas 1a familia,100,22
2001,sao paulo,cedulas 1a familia,1,40
2001,sao paulo,cedulas 1a familia,5,10216
2001,sao paulo,cedulas em polimero,10,4589
2001,sao paulo,cedulas 1a familia,10,82702
2001,sao paulo,cedulas 1a familia,50,53865
2001,sao paulo,cedulas 1a familia,100,704
2001,sergipe,cedulas 1a familia,5,84
2001,sergipe,cedulas em polimero,10,63
2001,sergipe,cedulas 1a familia,10,1174
2001,sergipe,cedulas 1a familia,50,684
2001,sergipe,cedulas 1a familia,100,4
2001,tocantins,cedulas 1a familia,5,51
2001,tocantins,cedulas em polimero,10,1
2001,tocantins,cedulas 1a familia,10,336
2001,tocantins,cedulas 1a familia,50,389
2001,tocantins,cedulas 1a familia,100,2
2002,acre,cedulas 1a familia,5,1
2002,acre,cedulas 1a familia,10,26
2002,acre,cedulas 1a familia,50,133
2002,acre,cedulas 1a familia,100,3
2002,alagoas,cedulas 1a familia,1,2
2002,alagoas,cedulas 1a familia,5,112
2002,alagoas,cedulas em polimero,10,5
2002,alagoas,cedulas 1a familia,10,779
2002,alagoas,cedulas 1a familia,20,36
2002,alagoas,cedulas 1a familia,50,702
2002,alagoas,cedulas 1a familia,100,6
2002,amapa,cedulas 1a familia,10,36
2002,amapa,cedulas 1a familia,50,67
2002,amapa,cedulas 1a familia,100,1
2002,amazonas,cedulas 1a familia,1,2
2002,amazonas,cedulas 1a familia,2,33
2002,amazonas,cedulas 1a familia,5,232
2002,amazonas,cedulas em polimero,10,2
2002,amazonas,cedulas 1a familia,10,319
2002,amazonas,cedulas 1a familia,20,1
2002,amazonas,cedulas 1a familia,50,240
2002,amazonas,cedulas 1a familia,100,259
2002,bahia,cedulas 1a familia,1,9
2002,bahia,cedulas 1a familia,2,13
2002,bahia,cedulas 1a familia,5,2319
2002,bahia,cedulas em polimero,10,86
2002,bahia,cedulas 1a familia,10,9710
2002,bahia,cedulas 1a familia,20,255
2002,bahia,cedulas 1a familia,50,5718
2002,bahia,cedulas 1a familia,100,26
2002,ceara,cedulas 1a familia,2,3
2002,ceara,cedulas 1a familia,5,302
2002,ceara,cedulas em polimero,10,23
2002,ceara,cedulas 1a familia,10,4214
2002,ceara,cedulas 1a familia,20,317
2002,ceara,cedulas 1a familia,50,2272
2002,ceara,cedulas 1a familia,100,35
2002,distrito federal,cedulas 1a familia,1,6
2002,distrito federal,cedulas 1a familia,2,26
2002,distrito federal,cedulas 1a familia,5,1832
2002,distrito federal,cedulas em polimero,10,31
2002,distrito federal,cedulas 1a familia,10,7587
2002,distrito federal,cedulas 1a familia,20,160
2002,distrito federal,cedulas 1a familia,50,4533
2002,distrito federal,cedulas 1a familia,100,34
2002,espirito santo,cedulas 1a familia,5,104
2002,espirito santo,cedulas em polimero,10,1
2002,espirito santo,cedulas 1a familia,10,1691
2002,espirito santo,cedulas 1a familia,20,75
2002,espirito santo,cedulas 1a familia,50,5291
2002,espirito santo,cedulas 1a familia,100,12
2002,goias,cedulas 1a familia,1,5
2002,goias,cedulas 1a familia,2,18
2002,goias,cedulas 1a familia,5,1736
2002,goias,cedulas em polimero,10,40
2002,goias,cedulas 1a familia,10,6175
2002,goias,cedulas 1a familia,20,109
2002,goias,cedulas 1a familia,50,7344
2002,goias,cedulas 1a familia,100,66
2002,maranhao,cedulas 1a familia,1,21
2002,maranhao,cedulas 1a familia,2,1
2002,maranhao,cedulas 1a familia,5,261
2002,maranhao,cedulas em polimero,10,1
2002,maranhao,cedulas 1a familia,10,1463
2002,maranhao,cedulas 1a familia,20,258
2002,maranhao,cedulas 1a familia,50,939
2002,maranhao,cedulas 1a familia,100,16
2002,mato grosso,cedulas 1a familia,5,153
2002,mato grosso,cedulas em polimero,10,19
2002,mato grosso,cedulas 1a familia,10,622
2002,mato grosso,cedulas 1a familia,20,17
2002,mato grosso,cedulas 1a familia,50,1104
2002,mato grosso,cedulas 1a familia,100,45
2002,mato grosso do sul,cedulas 1a familia,2,1
2002,mato grosso do sul,cedulas 1a familia,5,73
2002,mato grosso do sul,cedulas em polimero,10,13
2002,mato grosso do sul,cedulas 1a familia,10,1140
2002,mato grosso do sul,cedulas 1a familia,20,7
2002,mato grosso do sul,cedulas 1a familia,50,2683
2002,mato grosso do sul,cedulas 1a familia,100,28
2002,minas gerais,cedulas 1a familia,1,13
2002,minas gerais,cedulas 1a familia,2,38
2002,minas gerais,cedulas 1a familia,5,3488
2002,minas gerais,cedulas em polimero,10,70
2002,minas gerais,cedulas 1a familia,10,19606
2002,minas gerais,cedulas 1a familia,20,1264
2002,minas gerais,cedulas 1a familia,50,22720
2002,minas gerais,cedulas 1a familia,100,178
2002,nao informado,cedulas 1a familia,10,14
2002,nao informado,cedulas 1a familia,50,7
2002,para,cedulas 1a familia,1,14
2002,para,cedulas 1a familia,2,11
2002,para,cedulas 1a familia,5,584
2002,para,cedulas em polimero,10,9
2002,para,cedulas 1a familia,10,2109
2002,para,cedulas 1a familia,20,286
2002,para,cedulas 1a familia,50,2169
2002,para,cedulas 1a familia,100,57
2002,paraiba,cedulas 1a familia,2,2
2002,paraiba,cedulas 1a familia,5,158
2002,paraiba,cedulas em polimero,10,5
2002,paraiba,cedulas 1a familia,10,718
2002,paraiba,cedulas 1a familia,20,43
2002,paraiba,cedulas 1a familia,50,1229
2002,paraiba,cedulas 1a familia,100,7
2002,parana,cedulas 1a familia,1,7
2002,parana,cedulas 1a familia,2,66
2002,parana,cedulas 1a familia,5,2663
2002,parana,cedulas em polimero,10,64
2002,parana,cedulas 1a familia,10,14030
2002,parana,cedulas 1a familia,20,910
2002,parana,cedulas 1a familia,50,6697
2002,parana,cedulas 1a familia,100,140
2002,pernambuco,cedulas 1a familia,1,256
2002,pernambuco,cedulas 1a familia,2,5
2002,pernambuco,cedulas 1a familia,5,3480
2002,pernambuco,cedulas em polimero,10,19
2002,pernambuco,cedulas 1a familia,10,9469
2002,pernambuco,cedulas 1a familia,20,77
2002,pernambuco,cedulas 1a familia,50,6675
2002,pernambuco,cedulas 1a familia,100,35
2002,piaui,cedulas 1a familia,2,1
2002,piaui,cedulas 1a familia,5,159
2002,piaui,cedulas em polimero,10,17
2002,piaui,cedulas 1a familia,10,1323
2002,piaui,cedulas 1a familia,20,28
2002,piaui,cedulas 1a familia,50,884
2002,piaui,cedulas 1a familia,100,9
2002,rio de janeiro,cedulas 1a familia,1,13
2002,rio de janeiro,cedulas 1a familia,2,46
2002,rio de janeiro,cedulas 1a familia,5,2843
2002,rio de janeiro,cedulas em polimero,10,293
2002,rio de janeiro,cedulas 1a familia,10,13901
2002,rio de janeiro,cedulas 1a familia,20,982
2002,rio de janeiro,cedulas 1a familia,50,22308
2002,rio de janeiro,cedulas 1a familia,100,84
2002,rio grande do norte,cedulas 1a familia,1,1
2002,rio grande do norte,cedulas 1a familia,5,229
2002,rio grande do norte,cedulas 1a familia,10,1148
2002,rio grande do norte,cedulas 1a familia,20,49
2002,rio grande do norte,cedulas 1a familia,50,797
2002,rio grande do norte,cedulas 1a familia,100,59
2002,rio grande do sul,cedulas 1a familia,1,27
2002,rio grande do sul,cedulas 1a familia,2,343
2002,rio grande do sul,cedulas 1a familia,5,1621
